Tên tác giả,Tên sách,STT,Trích dẫn
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,374,"“Biểu đạt khéo léo, tế nhị là một nghệ thuật làm nên sự hài hước. Mấu chốt của việc vận dụng kĩ năng này là sử dụng cách nói nửa thật nửa đùa, vừa khúc triết vừa gián tiếp, đồng thời có tính giả định cao để bày tỏ ý kiến một cách uyển chuyển, mà vẫn khiến đối phương lĩnh ngộ được ý tứ của bạn.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,375,"“Không nhất thiết điều gì cũng phải nói thẳng thắn, mà nên cố gắng nói những lời thẳng thắn một cách vòng vo.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,376,"Hài hước thực sự không phải là sự “khôn lỏi” hay trốn tránh thực tại, mà là một “trí tuệ của tâm hồn”."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,377,"Nghệ thuật hài hước cao siêu nhất là khi “không vui”, con người có thể xoay chuyển được tình thế, nhẹ nhàng dập tắt “quả bom” đã được châm ngòi."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,378,"“Rất nhiều người thường hiểu lầm rằng, khi người khác nổi giận, im lặng hay nhẫn nhịn là cách duy nhất. Thực ra, im lặng hay nhẫn nhịn còn khiến đối phương càng giận dữ hơn, chi bằng bạn hãy học nghệ thuật nói chuyện để giúp đối phương thay đổi tâm trạng.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,379,"“Giải thích là vết thương chí mạng của hài hước, hài hước là vế thương chí mạng của lãng mạn.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,380,"“Không phải chúng ta không có khiếu hài hước, mà là không quen với sự hài hước.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,381,"Con người là “động vật” lí tính hóa, bởi vậy luôn tồn tại rất nhiều cảnh giác; con người lại rất cảm tính, cảm tính ở chỗ đánh giá sự vật dựa trên ý thức chủ quan của mình."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,382,"Có nhiều kiểu hài hước: kiểu vui vẻ, kiểu triết lí, kiểu tự trào, kiểu châm biếm."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,383,"“Vận dụng sự hài hước còn cần phải chú ý mức độ, nếu quá đà có thể khiến đối phương hiểu lầm rằng bạn cố tình giễu cợt, châm biếm họ.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,384,"“Cười” là ngôn ngữ thông hành phù hợp với mọi quốc gia, cũng là cây cầu hữu nghị, thân thiện nhất thế giới."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,385,“Dùng những lời tán dương để mở đầu cho một lời ca thán.”
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,386,“Khi tự trào nên nhấn mạnh vào một khuyết điểm nào đó của mình.”
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,387,"“Khi được người khác tin tưởng, bạn sẽ có thể gây ảnh hưởng tới họ, khiến họ phát huy hết năng lực theo mục đích mà bạn mong muốn, đó cũng là mục tiêu cuối cùng khi một người nỗ lực giao tiếp với người khác.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,388,“Nếu hài hước là kết quả của trí tuệ và sức mạnh thì tự trào là kết quả của trí tuệ và dũng khí.”
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,389,"“Các nhà tâm lí học cho rằng, tình trạng sức khỏe của một người chịu ảnh hưởng của trạng thái tinh thần và tâm lí, khoảng hơn một nửa các căn bệnh sinh ra do tâm lí và tinh thần; bởi vậy, giữ được tâm lí cân bằng có vai trò vô cùng quan trọng đối với sức khỏe của con người.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,390,"“Khi bị người khác giễu cợt, nếu bạn tỏ ra giận dữ thì chỉ khiến người ta càng coi thường bạn hơn.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,391,"“Thà cười nhạo bản thân chứ không được tùy tiện cười nhạo người khác, đó là nguyên tắc quan trọng nhất của hài hước.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,392,"“Tự trào không có nghĩa là tự coi thường bản thân, bạn cần phải nắm vững và vận dụng nó đúng cách, trước tiên phải có lòng khiêm tốn nhưng cũng cần có sự tự tin.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,393,"“Thứ hai, cần phải tự biết yêu thương bản thân, biết nhận định, đánh giá chính xác về bản thân.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,394,"“Cuối cùng, biết thích nghi và tạo môi trường xung quanh.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,395,Bất cứ ai có khả năng thao túng được nghệ thuật ngôn ngữ cao cấp nhất – hài hước đều có thể được gọi là “Người thắng lợi trí tuệ”; người vận dụng được sự hài hước ở cảnh giới cao nhất – coi tự trào là vũ khí có thể được gọi là “Ông hoàng giao tiếp”.
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,396,"“Không khí đàm phán được quyết định bởi thái độ của các bên tham gia, có thể ảnh hưởng đến tâm lí, tâm trạng và cảm giác của người đàm phán, từ đó tạo nên những phản ứng tương ứng.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,397,"“Không khí đàm phán chủ yếu vẫn phụ thuộc vào sự tiếp xúc bằng ánh mắt, cử chỉ, điệu bộ và cả những lời nói, ngữ điệu mà đôi bên dành cho nhau khi mới gặp mặt.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,398,"“Người hài hước có ba đặc điểm cơ bản nhất: Có thể khiến con người bật cười, đây là đặc điểm về phương thức biểu đạt; Có ngụ ý rất sâu sắc, đây là đặc điểm về nội dung biểu đạt; Nó thân thiện và thiện ý, đây là đặc điểm về mục đích biểu đạt.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,399,"“Không khí hợp tác nhiệt tình, tích cực sẽ khiến cuộc đàm phán nhanh chóng phát triển theo hướng hợp tác giữa đôi bên.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,400,"“Trong quá trình đàm phán, không những phải cân nhắc ngôn ngữ của bản thân mà còn phải cân nhắc kỹ càng ngữ khí của đối thủ để tìm ra được tiếng nói chung.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,401,"“Nhiều trắc nghiệm tâm lí đã chứng minh được rằng, những người đạt điểm trắc nghiệm hài hước cao thì có điểm trắc nghiệm IQ cũng cao.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,402,"“Theo thống kê, những người đạt được thành tựu lớn trong công việc không phải những người chăm chỉ nhất mà là những người tâm lí và hài hước nhất.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,403,"“Muốn bồi dưỡng sự hài hước thì trước tiên cần phải làm giàu vốn kiến thức của bản thân, thường xuyên đọc sách báo, thu thập các câu chuyện hài hước.”"
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,404,"Đối với công ty, làm thế nào để duy trì được nhuệ khí của nhân viên, đồng thời kích thích trí sáng tạo và “tư duy đột phá” của họ hiển nhiên trở nên quan rọng hơn bao giờ hết."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,405,"Số liệu của một số cuộc khảo sát tiến hành với 1160 nhà quản lý của Mỹ cho thấy, 77% nhà lãnh đạo sử dụng truyện cười để phá vỡ bầu không khí nghiêm nghị trong các cuộc họp với nhân viên; 52% người cho rằng các doanh nghiệp nên suy nghĩ tới việc mời một “cố vấn hài hước” tới hỗ trợ cho nhân viên; 39% người đề xướng phong trào “cười thả ga” trong văn phòng."
Lưu Chấn Hồng,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,406,"“Làm thế nào để trở thành một nhà lãnh đạo hài hước? Đọc nhiều sách, nâng cao kiến thức của bản thân; Bồi dưỡng một tâm hồn cao thượng và niềm tin lạc quan; Nâng cao khả năng quan sát và trí tưởng tượng; Mở rộng quan hệ giao tiếp của bản thân.”"
Masaru Emoto,Thông Điệp Của Nước,407,"“Tại Nhật Bản, người ta nói rằng những từ ngữ của tâm hồn cư trú trong một linh hồn có tên gọi Kotodama, hay linh hồn của từ ngữ và hành động phát âm những từ ngữ sẽ có sức mạnh thay đổi thế giới.”"
Masaru Emoto,Thông Điệp Của Nước,408,“Về cơ bản thì nước chính là chìa khóa để mở ra những bí ẩn của vũ trụ.”
Masaru Emoto,Thông Điệp Của Nước,409,“Nước không chỉ đơn thuần là một chất – nó là lực lượng sống của thiên nhiên vĩ đại. 
Masaru Emoto,Thông Điệp Của Nước,410,“Tồn tại là chuyển động.”
Masaru Emoto,Thông Điệp Của Nước,411,"“Toàn bộ vũ trụ ở trạng thái chuyển động, mỗi chuyển động đều có một tần số của riêng mình và tần số này là duy nhất.”"
Masaru Emoto,Thông Điệp Của Nước,412,“Vật chất không phải dạng đặc thay vào đó là một hạt nhân được bao quanh bởi một làn sóng chuyển động không ngừng. Tất cả chuyển động không ngừng ở một tốc độ đáng kinh ngạc.”
Masaru Emoto,Thông Điệp Của Nước,413,“Con người cũng rung động và mỗi cá nhân rung động với một tần số riêng biệt. Mỗi người chúng ta cần có những kỹ năng cảm giác nhất định để cảm nhận được sự rung động của người khác.”
Masaru Emoto,Thông Điệp Của Nước,414,"“Một người trải qua nỗi buồn khủng khiếp sẽ phát ra một tần số buồn, một người luôn vui vẻ và sống một cuộc sống đầy đủ sẽ phát ra một tần số tương ứng. Một người đang yêu sẽ phát ra tần số của tình yêu, nhưng một người làm những việc ác sẽ có tần số của bóng đêm và quỷ dữ.”"
Masaru Emoto,Thông Điệp Của Nước,415,“Sự thay đổi trong năng lượng của khí quyển sẽ tạo thành sét và những cơn bão.”
Masaru Emoto,Thông Điệp Của Nước,416,“Mọi thứ đều rung động và mỗi rung động lại có một tần số riêng. Đồng nghĩa với việc mọi thứ đều tạo ra âm thanh.”
Masaru Emoto,Thông Điệp Của Nước,417,"“Thế giới tự nhiên được thiết kế vô cùng hoàn hảo – mọi thứ đều ở trạng thái cân bằng. Và khi âm thanh được tạo ra, có một chuyên gia lắng nghe để tiếp nhận những âm thanh này, đó chính là: nước.”"
Masaru Emoto,Thông Điệp Của Nước,418,“Những từ được viết tự thân chúng thực sự phát sinh các rung động riêng mà nước có khả năng cảm ứng.”
Masaru Emoto,Thông Điệp Của Nước,419,“Nước phản chiếu một cách trung thực mọi rung động được tạo ra trên toàn thế giới và chuyển những rung động này thành một hình dạng có thể nhìn thấy bằng mắt.”
Masaru Emoto,Thông Điệp Của Nước,420,“Mỗi địa điểm khác nhau có trường tự nhiên khác nhau và mỗi môi trường khác nhau sẽ tạo thành những rung động khác nhau.”
Masaru Emoto,Thông Điệp Của Nước,421,"Nước tiếp xúc với từ “Cảm ơn” hình thành các tinh thể có tạo hình đẹp, không phụ thuộc vào ngôn ngữ. Nhưng nước tiếp xúc với từ “Đồ ngốc” và các từ mang tính sỉ nhục khác đều tạo ra các tinh hể bị biến dạng và vỡ."
Masaru Emoto,Thông Điệp Của Nước,422,"“Theo Kinh Thánh, trước khi Tháp Babel được xây dựng, tất cả mọi người đều có chung một ngôn ngữ.”"
Masaru Emoto,Thông Điệp Của Nước,423,“Tần số mà cơ thể người có thể phát sinh đạt tới 570 tỷ Hz ~ thực hiện 570 tỷ dao động trong 1s.”
Masaru Emoto,Thông Điệp Của Nước,424,"“Trong mối quan hệ của con người: những người tạo ra các tần số tương tự sẽ thu hút lẫn nhau và họ kết thành bạn bè, trong khi có những người không thể nảy sinh tình cảm ngay cả khi họ sống gần nhau.”"
Masaru Emoto,Thông Điệp Của Nước,425,Bí mật vĩ đại nhất của nghệ thuật võ đạo Nhật Bản đó là “bất chiến tự nhiên thành”. Nghĩa cốt lõi là tránh cộng hưởng với địch thủ.
Masaru Emoto,Thông Điệp Của Nước,426,"“Tình yêu là một loại cộng hưởng. Ví dụ bạn có khả năng ở mức tần số cấp 10, bạn sẽ cộng hưởng với những người ở cùng cấp độ, hoặc với ai đó có cấp độ cao hơn chút ít, khoảng 12.”"
